"filename", "language", "Python", "SQL", "LaTeX", "HTML", "JavaScript", "Markdown", "CSS", "pip requirements", "Docker", "XML", "BibTeX", "YAML", "JSON", "TeX", "Batch", "Shell Script", "comment", "blank", "total"
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\redshift\redshift.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 11
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\ruby\ruby.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 11
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\rust\rust.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 11
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\sb\sb.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 11
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\scheme\scheme.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 11
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\scss\scss.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 13
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\shell\shell.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 11
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\solidity\solidity.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 11
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\sql\sql.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 11
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\st\st.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 11
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\swift\swift.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 14
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\typescript\typescript.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 11
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\vb\vb.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 11
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\xml\xml.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 11
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\yaml\yaml.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 11
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\editor\editor.main.css", "CSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 6
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\editor\editor.main.js", "JavaScript", 0, 0, 0, 0, 665, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 86, 805
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\editor\editor.main.nls.js", "JavaScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 27
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\editor\editor.main.nls.zh-cn.js", "JavaScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 29
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\css\cssMode.js", "JavaScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 14
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\css\cssWorker.js", "JavaScript", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 64
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\html\htmlMode.js", "JavaScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 14
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\html\htmlWorker.js", "JavaScript", 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 191, 454
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\json\jsonMode.js", "JavaScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 16
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\json\jsonWorker.js", "JavaScript", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 37
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\typescript\tsMode.js", "JavaScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 21
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\typescript\tsWorker.js", "JavaScript", 0, 0, 0, 0, 20780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9667, 3524, 33971
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\loader.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 11
"c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\mpegts.js\mpegts.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 9
